country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;totseadays;totkwdaysatsea;totgtdaysatsea;totfishdays;totkwfishdays;totgtfishdays;hrsea;kwhrsea;gthrsea;totves;confidential
PSP;2018;1;VL0612;FPO;DRB;MOL;NA;DRB_MOL_0_0_0;MBS;GSA99;NA;NGI;NK;NA;18;18;132.3;11.16;132.3;11.16;47183;13864993.7;3749200.133;1;Y
PSP;2018;1;VL1218;FPO;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;46;46;767.34;36.84;767.34;36.84;49950;14680064.96;3969909.013;7;N
PSP;2018;1;VL1824;FPO;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;104;104;959.871;96.28;959.871;96.28;NK;NK;NK;30;N
PSP;2018;1;VL2440;FPO;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;37;37;271.95;42.92;271.95;42.92;NK;NK;NK;1;Y
PSP;2018;2;VL0006;FPO;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;19.11;0.78;19.11;0.78;NK;NK;NK;1;Y
PSP;2018;3;VL0612;FPO;FPO;NK;NA;NK;MBS;GSA99;NA;NGI;NK;NA;13;13;107.457;8.78;107.457;8.78;NK;NK;NK;2;Y
PSP;2018;1;VL1218;FPO;FPO;NK;NA;NK;MBS;GSA99;NA;NGI;NK;NA;227;227;2492.752;226.5;2492.752;226.5;NK;NK;NK;27;N
PSP;2018;4;VL1824;FPO;FPO;NK;NA;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;4.17;58.8;4.17;7;411.6;29.19;1;Y
PSP;2018;1;VL2440;FPO;FPO;NK;NA;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;4.17;58.8;4.17;7;411.6;29.19;1;Y
PSP;2019;5;VL0006;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;28;28;970.082;149.12;970.082;149.12;163;5489.818;834.02;2;Y
PSP;2019;1;VL0612;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;320;319;19040.175;2380.27;18966.675;2375.09;2066;123458.318;15255.42;22;N
PSP;2019;6;VL1218;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.093;7.37;44.093;7.37;5;220.463;36.85;1;Y
PSP;2019;1;VL1824;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;62.475;9.1;62.475;9.1;12;371.175;56.64;2;Y
PSP;2019;7;VL2440;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;54.39;8.46;54.39;8.46;3;163.17;25.38;1;Y
PSP;2019;8;VL0006;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;34;34;2051.018;260.74;2051.018;260.74;260;15746.64;1979.12;2;Y
PSP;2019;1;VL0612;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;38;38;2234.4;231.04;2234.4;231.04;293;17228.4;1781.44;1;Y
PSP;2019;1;VL1218;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;24;24;1184.085;144.72;1184.085;144.72;173;8711.955;1037.38;3;Y
PSP;2019;1;VL1824;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;74;74;4337.235;467.96;4337.235;467.96;528;30931.005;3320.29;12;N
PSP;2019;1;VL2440;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;54;54;3012.765;288.22;3012.765;288.22;329;18271.365;1745.8;5;N
PSP;2020;1;VL0006;FPO;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;88.193;14.49;88.193;14.49;11;485.071;79.32;2;Y
PSP;2020;1;VL0612;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;94.08;12.16;94.08;12.16;22;1034.88;133.76;1;Y
PSP;2020;1;VL1218;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;146;146;9148.912;947.22;9148.912;947.22;1189;75319.125;7603.75;12;N
PSP;2020;1;VL1824;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;9148.912;97.6;646.8;97.6;102;4718.7;710.64;2;Y
PSP;2020;1;VL2440;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;55;55;9148.912;314.9;2499;314.9;420;18666.06;2379.74;9;N
PSP;2020;1;VL0006;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;9148.912;8.46;54.39;8.46;3;163.17;25.38;1;Y
PSP;2020;1;VL0612;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;9148.912;17.8;110.25;17.8;15;826.875;133.5;1;Y
PSP;2020;1;VL1218;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;9148.912;4.9;64.68;4.9;2;129.36;9.8;1;Y
PSP;2020;1;VL1824;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;9148.912;10.14;136.71;10.14;12;827.61;61.18;2;Y
PSP;2014;1;VL2440;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;15;15;9148.912;106.8;661.5;106.8;100;4410;712;1;Y
PSP;2014;1;VL0006;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;13;13;9148.912;71.4;908.46;71.4;90;6462.12;496.73;5;N
PSP;2014;1;VL0612;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;38;38;1711.815;232.1;1711.815;232.1;255;13126.732;1518.28;3;Y
PSP;2014;1;VL1218;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;599.025;52.9;599.025;52.9;61;3700.725;327.46;3;Y
PSP;2014;1;VL1824;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;176.4;28.48;176.4;52.9;29;1278.9;206.48;1;Y
PSP;2014;1;VL2440;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;39;39;2430.645;220.98;2430.645;52.9;264;16433.13;1567.12;8;N
PSP;2014;1;VL0006;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;305.76;120.92;305.76;52.9;12;3669.12;1451.04;1;Y
PSP;2014;1;VL0612;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;33;33;582.12;248.59;582.12;52.9;37;6645.87;3049.26;1;Y
PSP;2015;1;VL1218;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;14195.055;5972.76;14195.055;52.9;738;171226.335;72101.83;4;N
PSP;2015;1;VL1824;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;15508.5;5219.1;14465.535;52.9;613;216050.31;74164.15;1;Y
PSP;2015;1;VL2440;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;18;18;2079.315;779.34;1731.66;641.2;83;25276.65;9506.44;5;N
PSP;2015;1;VL0006;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;23;23;540.96;233.76;540.96;233.76;20;5409.6;2337.6;2;Y
PSP;2015;1;VL0612;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;253;252;14288.4;7111.8;9922.5;4938.75;709;5409.6;140062.95;16;N
PSP;2015;1;VL1218;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;12348;5542.6;9261;4156.95;667;5409.6;132032.65;1;Y
PSP;2016;1;VL1824;FPO;GNS;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;12348;5542.6;9261;4156.95;667;5409.6;132032.65;1;Y
PSP;2016;1;VL2440;FPO;GNS;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;40;40;12348;5542.6;9261;4156.95;667;5409.6;132032.65;8;N
PSP;2016;1;VL0006;FPO;GNS;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;13;13;3528;1583.6;2646;1187.7;176;5409.6;34839.2;2;Y
PSP;2016;1;VL0612;FPO;GNS;SLP;NK;GNS_SLP_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;465;454;25798.5;12840.75;23020.2;11457.9;1463;5409.6;289015.65;31;N
PSP;2016;1;VL1218;FPO;GTN;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;11;11;5159.7;2568.15;3969;1975.5;270;5409.6;53338.5;4;N
PSP;2016;1;VL1824;FPO;GTN;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;12348;5542.6;9261;4156.95;667;294147;132032.65;1;Y
PSP;2017;1;VL2440;FPO;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;105;105;9518.25;4393.22;5913.81;2702.76;864;205367.82;94792.84;16;N
PSP;2017;1;VL0006;HOK;DRB;MOL;NA;DRB_MOL_0_0_0;MBS;GSA99;NA;NGI;NK;NA;43;43;2646;1172.88;1764;781.92;276;60858;26976.24;6;N
PSP;2017;1;VL0612;HOK;DRB;NK;NA;NK;MBS;GSA99;NA;NGI;NK;NA;5;5;2352;1235;1646.4;864.5;236;55507.2;29146;1;Y
PSP;2017;1;VL1218;HOK;DRB;NK;NA;NK;MBS;GSA99;NA;NGI;NK;NA;468;464;18007.5;8678.54;10805.97;5184.5;1557;406487.34;195982.86;46;N
PSP;2017;1;VL1824;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;411.6;53.83;411.6;53.83;65;3822;499.85;1;Y
PSP;2017;1;VL2440;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;22.05;2.6;22.05;2.6;9;198.45;23.4;1;Y
PSP;2017;1;VL0006;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;105.105;8.86;105.105;8.86;11;578.077;48.73;1;Y
PSP;2018;1;VL0612;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;364.928;40.26;364.928;40.26;51;3234.367;328.82;4;N
PSP;2018;1;VL1218;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;4.17;58.8;4.17;7;411.6;29.19;1;Y
PSP;2018;1;VL1824;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;29;23;1519.98;190.55;1299.48;148.85;412;21620.76;2645.97;6;N
PSP;2018;1;VL2440;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;169.028;28.37;169.028;28.37;17;720.204;120.85;2;Y
PSP;2018;1;VL0006;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;26;26;2419.62;142.21;2419.62;142.21;135;12506.76;755.62;3;Y
PSP;2018;1;VL0612;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;24;22;1602.065;134.48;1491.815;122.35;281;19147.426;1574.41;11;N
PSP;2018;1;VL1218;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;42;42;1017.975;114.6;1017.975;114.6;292;7008.225;792.68;2;Y
PSP;2018;1;VL1824;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;735;51.49;735;51.49;82;6140.925;418.73;3;Y
PSP;2018;1;VL2440;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;176.4;12.51;176.4;12.51;30;1764;125.1;1;Y
PSP;2019;1;VL0006;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;28;26;1417.08;167.32;1284.78;155.5;298;18081;1772.4;5;N
PSP;2019;1;VL0612;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;551.243;46.99;551.243;46.99;81;4615.771;358.93;3;Y
PSP;2019;1;VL1218;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;26;25;1439.012;163.83;1372.862;157.92;173;9969.805;1094.78;12;N
PSP;2019;1;VL1824;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;470.4;23.1;470.4;23.1;22;2069.76;101.64;1;Y
PSP;2019;1;VL2440;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;670.32;47.17;670.32;47.17;57;5521.32;380.57;2;Y
PSP;2019;1;VL0006;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;55;55;3472.875;359.96;3472.875;359.96;408;25651.5;2658.06;3;Y
PSP;2019;1;VL0612;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;7.12;44.1;7.12;8;352.8;56.96;1;Y
PSP;2019;1;VL1218;HOK;FPO;DEF;NA;FPO_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;27;26;1555.26;158.27;1508.22;152.19;251;14482.44;1492.66;5;N
PSP;2019;1;VL1824;HOK;GNS;DEF;50D100;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;183;181;13667.693;1253.61;13542.743;1234.83;1595;119894.303;10986.84;19;N
PSP;2019;1;VL2440;HOK;GNS;DEF;50D100;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;47.04;6.08;47.04;6.08;9;423.36;54.72;1;Y
PSP;2020;1;VL0006;HOK;GNS;DEF;50D100;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;25;22;1425.9;154.94;1284.78;136.7;271;15176.28;1670.87;3;Y
PSP;2020;1;VL0612;HOK;GNS;DEF;50D100;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;873.915;70.94;873.915;70.94;78;6858.285;551.9;3;Y
PSP;2020;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;149.94;14.26;149.94;14.26;23;1724.31;163.99;1;Y
PSP;2020;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;137.445;11.36;137.445;11.36;17;1168.282;96.56;1;Y
PSP;2020;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;273.788;27.49;273.788;27.49;48;3290.963;330.83;2;Y
PSP;2020;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.093;7.37;44.093;7.37;5;220.463;36.85;1;Y
PSP;2020;1;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;119.805;13.41;119.805;13.41;15;908.46;100.98;2;Y
PSP;2020;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;599.76;75.6;599.76;75.6;121;6047.58;762.3;1;Y
PSP;2020;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;71;71;2250.57;364.92;2250.57;364.92;326;11299.89;2148.33;4;N
PSP;2014;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;49;49;2806.965;345.23;2806.965;345.23;375;21021.735;2657.21;3;Y
PSP;2014;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;66;66;1563.345;170.89;1563.345;170.89;NK;NK;NK;9;N
PSP;2014;1;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;77;77;5225.115;525.46;5225.115;525.46;480;37661.4;3749.88;6;N
PSP;2014;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;330.75;33.1;330.75;33.1;NK;NK;NK;3;Y
PSP;2014;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;58.8;10.18;58.8;10.18;NK;NK;NK;2;Y
PSP;2014;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;29;29;2406.39;255.89;2406.39;255.89;173;16331.7;1753.01;4;N
PSP;2014;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;53;53;1564.815;185.51;1564.815;185.51;NK;NK;NK;5;N
PSP;2014;1;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;499.8;81.1;499.8;81.1;88;4398.24;713.68;1;Y
PSP;2015;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;29.4;6.39;29.4;6.39;8;235.2;51.12;1;Y
PSP;2015;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;392;392;13998.81;3189.32;13998.81;3189.32;3420;123946.725;28445.62;11;N
PSP;2015;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;38;38;2127.825;298.13;2127.825;298.13;396;22171.275;3107.81;2;Y
PSP;2015;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;52;52;2277.765;541.61;2277.765;541.61;527;22978.305;5451.73;2;Y
PSP;2015;1;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;53;53;1492.785;369.08;1492.785;369.08;NK;NK;NK;2;Y
PSP;2015;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;238;238;7783.65;1998.29;7783.65;1998.29;1016;42070.665;9456.27;14;N
PSP;2016;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;88.2;21.41;88.2;21.41;11;970.2;235.51;1;Y
PSP;2016;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;88.2;21.41;88.2;21.41;10;882;214.1;1;Y
PSP;2016;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;88.2;21.41;88.2;21.41;10;882;214.1;1;Y
PSP;2016;2;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;32;32;835.695;389.93;835.695;389.93;298;7778.505;3631.67;2;Y
PSP;2016;3;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;165.375;24.42;165.375;24.42;28;1543.5;227.92;1;Y
PSP;2016;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;25.725;12.23;25.725;12.23;9;231.525;110.07;1;Y
PSP;2017;4;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;38.22;10.8;38.22;10.8;10;382.2;108;1;Y
PSP;2017;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;256;256;14952.84;1654.54;14952.84;1654.54;1663;96300.435;11192.01;6;N
PSP;2017;5;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;55;55;3858.015;385.49;3858.015;385.49;426;29954.925;3008.26;2;Y
PSP;2017;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;16;16;664.44;78.11;664.44;78.11;105;4321.8;523.23;6;N
PSP;2017;6;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;652.68;104.76;652.68;104.76;146;7940.94;1274.58;1;Y
PSP;2017;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;264.6;22.98;264.6;22.98;31;1367.1;118.73;1;Y
PSP;2017;7;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;142;142;8764.654;757.91;8764.654;757.91;1078;67060.297;6089.23;9;N
PSP;2018;8;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;507.15;32.99;507.15;32.99;16;1058.4;102.56;2;Y
PSP;2018;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;154;154;8894.683;859.02;8894.683;859.02;859;44433.411;5776.35;11;N
PSP;2018;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;5.82;44.1;5.82;9;396.9;52.38;1;Y
PSP;2018;2;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;132.3;11.49;132.3;11.49;34;1499.4;130.22;1;Y
PSP;2018;3;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;88.2;7.66;88.2;7.66;27;1190.7;103.41;1;Y
PSP;2018;1;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;367.5;22.15;367.5;22.15;NK;NK;NK;1;Y
PSP;2018;4;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;24;24;1503.553;125.1;1503.553;125.1;138;9215.099;826.26;5;N
PSP;2018;1;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;1102.5;65.3;1102.5;65.3;70;7717.5;457.1;1;Y
PSP;2018;5;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;71;71;4628.876;316.48;4628.876;316.48;228;21854.88;1431.96;7;N
PSP;2019;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;141.12;17.12;141.12;17.12;19;1340.64;162.64;1;Y
PSP;2019;6;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;211.68;25.68;211.68;25.68;23;1622.88;196.88;1;Y
PSP;2019;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;66.15;6.41;66.15;6.41;6;396.9;38.46;1;Y
PSP;2019;7;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;EU;NGI;NK;NA;4;4;88.2;16;88.2;16;26;573.3;104;1;Y
PSP;2019;8;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;22.05;4.46;22.05;4.46;6;132.3;26.76;1;Y
PSP;2019;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;1;147;10.18;73.5;5.09;55;4042.5;279.95;1;Y
PSP;2019;1;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;3;411.6;12.52;308.7;9.39;81;8334.9;253.53;1;Y
PSP;2019;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;264.6;25.64;264.6;25.64;49;3241.35;314.09;1;Y
PSP;2019;2;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;77;77;4838.505;478.6;4838.505;478.6;642;40703.198;4096.54;10;N
PSP;2019;3;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;3.83;44.1;3.83;6;264.6;22.98;1;Y
PSP;2020;1;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;661.5;56.52;661.5;56.52;65;4777.5;408.2;1;Y
PSP;2020;4;VL0612;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;6;423.492;40.07;341.128;31.82;68;4452.836;428.4;2;Y
PSP;2020;1;VL1218;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;955.5;81.82;955.5;81.82;107;7078.05;685.87;2;Y
PSP;2020;5;VL1824;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;388;388;25859.593;1893.02;25859.593;1893.02;2034;148041.208;12163.89;24;N
PSP;2020;1;VL2440;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;66.15;12;66.15;12;18;396.9;72;1;Y
PSP;2020;6;VL0006;HOK;GNS;DEF;NK;GNS_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;66.15;6.41;66.15;6.41;13;859.95;83.33;1;Y
