Sampling_type;Flag_country;Year;Trip_code;Harbour;Number_of_sets_hauls_on_trip;Days_at_sea;Sampling.method;Aggregation_level;Station_number;Duration_of_fishing_operation;Initial_latitude;Initial_longitude;Final_latitude;Final_longitude;Depth_of_fishing_operation;Water_depth;Catch_registration;Species_registration;Date;Area;Fishing_activity_category_National;Fishing_activity_category_European_lvl_6;Species;Catch_category;Weight;Subsample_weight;Sex;Maturity_method;Maturity_scale;Maturity_Stage;Ageing.method;Age;Length_code;Length_class;Number_at_length;Commercial_size_category_scale;Commercial_size_category;fish_ID;Individual_weight
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;NA;scm;130;11;ITA;2;NA;26.40746051
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;1.5;scm;135;1;ITA;2;NA;23.86389977
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;1.5;scm;135;1;ITA;2;NA;23.32184097
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;N;Macr;Medits scale;;OWR;NA;scm;135;3;ITA;2;NA;14.76073905
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;135;4;ITA;2;NA;36.63024377
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;NA;scm;135;21;ITA;2;NA;24.33058506
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;1.5;scm;140;1;ITA;2;NA;25.44737998
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;1.5;scm;140;1;ITA;2;NA;27.6186772
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;N;Macr;Medits scale;;OWR;NA;scm;140;2;ITA;2;NA;42.8458789
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;140;4;ITA;2;NA;29.52230924
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;NA;scm;140;13;ITA;2;NA;35.16099421
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;NA;scm;140;6;ITA;2;NA;31.80460273
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;1.5;scm;145;1;ITA;2;NA;24.31301069
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;1.5;scm;145;2;ITA;2;NA;70.88020366
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;145;15;ITA;2;NA;45.36542425
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;NA;scm;145;5;ITA;2;NA;33.07527848
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;NA;scm;145;8;ITA;2;NA;31.31121394
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;1.5;scm;150;1;ITA;2;NA;41.10468415
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;1.5;scm;150;1;ITA;2;NA;29.69211466
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;2.5;scm;150;1;ITA;2;NA;31.7222375
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;2.5;scm;150;1;ITA;2;NA;29.054169
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;150;3;ITA;2;NA;27.47173151
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;NA;scm;150;7;ITA;2;NA;36.53693254
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;NA;scm;150;7;ITA;2;NA;45.04402379
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;1.5;scm;155;2;ITA;2;NA;35.17678877
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;2.5;scm;155;1;ITA;2;NA;31.64876246
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;3;OWR;2.5;scm;155;1;ITA;2;NA;56.04520788
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;155;11;ITA;2;NA;68.61086114
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;NA;scm;155;1;ITA;2;NA;33.07091634
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;2.5;scm;160;2;ITA;2;NA;20.8856998
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;M;Macr;Medits scale;4a;OWR;2.5;scm;160;1;ITA;2;NA;43.96291761
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;160;3;ITA;2;NA;48.51898594
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;2.5;scm;165;1;ITA;2;NA;81.17399501
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;165;4;ITA;2;NA;53.40313358
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;2.5;scm;170;1;ITA;2;NA;34.00053445
S;ITA;2017;66_18_2017;ITMOL;8;2;Observer;TRUE;999;1920;40.78783;17.99617;40.772;18.022;204;NA;All;All;29/05/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;30000;6000;F;Macr;Medits scale;3;OWR;NA;scm;170;1;ITA;2;NA;65.3798475
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;1;scm;135;1;ITA;1;NA;27.24814527
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;1;scm;140;1;ITA;1;NA;23.03024051
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;1;scm;140;3;ITA;1;NA;33.10744698
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;N;Macr;Medits scale;;OWR;NA;scm;140;1;ITA;1;NA;46.87718542
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;1;scm;145;3;ITA;1;NA;32.20628319
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;2;scm;145;1;ITA;1;NA;65.50944741
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;2;scm;145;2;ITA;1;NA;37.5525912
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;145;1;ITA;1;NA;24.76370041
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;145;3;ITA;1;NA;44.65613449
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;1;scm;150;1;ITA;1;NA;49.72251777
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;2;scm;150;2;ITA;1;NA;32.41481155
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;2;scm;150;3;ITA;1;NA;42.03141947
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;N;Macr;Medits scale;;OWR;NA;scm;150;1;ITA;1;NA;35.47539308
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;150;6;ITA;1;NA;40.21092696
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;150;4;ITA;1;NA;25.59784904
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;2;scm;155;1;ITA;1;NA;44.89368301
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;2;scm;155;1;ITA;1;NA;43.60066855
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;N;Macr;Medits scale;;OWR;NA;scm;155;1;ITA;1;NA;29.15491126
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;155;12;ITA;1;NA;55.94667049
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;155;9;ITA;1;NA;44.56519044
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4a;OWR;2;scm;160;1;ITA;1;NA;30.27572092
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;2;scm;160;2;ITA;1;NA;69.16015571
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;N;Macr;Medits scale;;OWR;NA;scm;160;4;ITA;1;NA;54.77988307
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;160;12;ITA;1;NA;37.77752457
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;160;4;ITA;1;NA;64.3160462
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4a;OWR;2;scm;165;1;ITA;1;NA;51.85343952
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;M;Macr;Medits scale;4b;OWR;2;scm;165;1;ITA;1;NA;50.19513509
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;165;9;ITA;1;NA;72.53155229
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;165;9;ITA;1;NA;59.2325392
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;2;scm;170;2;ITA;1;NA;102.6096729
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;170;3;ITA;1;NA;48.71994521
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;170;3;ITA;1;NA;39.35685943
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;175;5;ITA;1;NA;57.14695166
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;175;2;ITA;1;NA;69.4774232
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;2;scm;180;1;ITA;1;NA;49.51171461
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;180;3;ITA;1;NA;97.14505734
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;180;1;ITA;1;NA;86.63657434
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;3;scm;185;3;ITA;1;NA;65.97910265
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;2b;OWR;NA;scm;185;1;ITA;1;NA;60.30702362
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;185;1;ITA;1;NA;96.26464583
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;NA;scm;190;1;ITA;1;NA;92.50764851
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;37200;6200;F;Macr;Medits scale;4b;OWR;4;scm;200;2;ITA;1;NA;58.26864686
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;27650;5530;F;Macr;Medits scale;1;OWR;NA;scm;95;1;ITA;2;NA;8.207971581
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;27650;5530;M;Macr;Medits scale;1;OWR;NA;scm;95;1;ITA;2;NA;12.47684797
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;27650;5530;F;Macr;Medits scale;1;OWR;NA;scm;100;1;ITA;2;NA;9.944680641
S;ITA;2014;70_18_2014;ITMOL;6;1;Observer;TRUE;999;1410;40.93683;17.44883;40.91817;17.47567;95;NA;All;All;19/11/2014;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;27650;5530;M;Macr;Medits scale;2a;OWR;NA;scm;100;3;ITA;2;NA;14.36702502
